recipientsCount,responses,packaging,personality,feedback,timestamp
2,"[{'gender': 'Male', 'knownDuration': '5+ year', 'id': 1, 'occasion': ['Wedding/Engagement gift'], 'ageGroup': '20–25', 'gifts': [{'type': 'Perfume', 'preferredStyle': ['Handmade & Crafted', 'Funny & Lighthearted'], 'perfumeScent': 'Sweet', 'perfumePrice': '5000–7000 PKR'}], 'relationship': 'Friend', 'ageType': 'Adult'}, {'gender': 'Female', 'knownDuration': '5+ year', 'id': 2, 'occasion': ['Thank you gift'], 'ageGroup': 'More than 35 years', 'gifts': [{'type': 'Bag/Wallet', 'preferredStyle': ['Quirky & Unique'], 'walletColor': 'Black', 'walletPrice': '10,000–15,000 PKR', 'walletStyle': 'Handbags'}], 'relationship': 'Extended Family (Aunt, Uncle, Cousin)', 'ageType': 'Adult'}]",Basket with ribbon,"{'personality': '1', 'experiencePreference': '4', 'handmadePreference': '3', 'budgetFlexibility': '2', 'stylePreference': 3, 'surpriseReaction': 3, 'connectionImportance': '5', 'noteImportance': '2', 'handmadeOverStore': '4', 'sharedMemoriesAppreciation': '5', 'relationshipCloseness': 3, 'uniqueGiftValue': '2', 'practicalOverSentimental': '4'}","{'helpful': 'Yes', 'suggestion': ''}",2025-12-24 12:38:27.609000+00:00
1,"[{'gender': 'Male', 'knownDuration': '1–3 year', 'id': 1, 'occasion': ['Thank you gift'], 'ageGroup': '25–35', 'gifts': [{'type': 'Shoes', 'preferredStyle': ['Handmade & Crafted'], 'shoePrice': '10,000–15,000 PKR', 'shoeStyle': 'Formal shoes', 'shoeColor': 'Black', 'shoeSize': '40'}], 'relationship': 'Spouse', 'ageType': 'Adult'}]",Simple box,"{'personality': '2', 'experiencePreference': '4', 'handmadePreference': '4', 'budgetFlexibility': 3, 'stylePreference': '4', 'surpriseReaction': '4', 'connectionImportance': '4', 'noteImportance': 3, 'handmadeOverStore': 3, 'sharedMemoriesAppreciation': 3, 'relationshipCloseness': '4', 'uniqueGiftValue': '5', 'practicalOverSentimental': '5'}","{'helpful': 'Yes', 'suggestion': ''}",2026-03-13 22:06:44.723000+00:00
1,"[{'gender': 'Female', 'knownDuration': '1–3 year', 'id': 1, 'occasion': ['Get well soon'], 'ageGroup': '25–35', 'gifts': [{'type': 'Jewellery', 'preferredStyle': ['Handmade & Crafted'], 'jewelryColor': 'Gold', 'quantity': 1, 'jewelryStyle': 'Pendant', 'jewelryPrice': '3000–4000 PKR'}], 'relationship': 'Colleague/Professional', 'ageType': 'Adult'}]",Acrylic box,"{'personality': 3, 'experiencePreference': '4', 'handmadePreference': 3, 'budgetFlexibility': '5', 'stylePreference': 3, 'surpriseReaction': '4', 'connectionImportance': 3, 'noteImportance': '5', 'handmadeOverStore': '5', 'sharedMemoriesAppreciation': '5', 'relationshipCloseness': '4', 'uniqueGiftValue': 3, 'practicalOverSentimental': 3}","{'helpful': 'Yes', 'suggestion': ''}",2026-03-14 10:30:35.155000+00:00
1,"[{'gender': 'Female', 'knownDuration': '5+ year', 'id': 1, 'occasion': ['Birthday'], 'ageGroup': '16–20', 'gifts': [{'type': 'Clothing', 'preferredStyle': ['Funny & Lighthearted'], 'femaleDressStyle': 'Gown', 'dressSize': 'XS', 'dressColors': ['Pink'], 'dressType': 'Stitched dress', 'dressPrice': '5000–8000 PKR'}], 'relationship': 'Friend', 'ageType': 'Adult'}]",Basket with net,"{'personality': '1', 'experiencePreference': '4', 'handmadePreference': '2', 'budgetFlexibility': '5', 'stylePreference': '4', 'surpriseReaction': '5', 'connectionImportance': '5', 'noteImportance': '4', 'handmadeOverStore': 3, 'sharedMemoriesAppreciation': '4', 'relationshipCloseness': '5', 'uniqueGiftValue': '4', 'practicalOverSentimental': '4'}","{'helpful': 'Yes', 'suggestion': 'Good'}",2026-04-08 05:20:34.491000+00:00
1,"[{'gender': 'Male', 'knownDuration': '5+ year', 'id': 1, 'occasion': ['Other'], 'ageGroup': '20–25', 'gifts': [{'type': 'Perfume', 'preferredStyle': ['Funny & Lighthearted'], 'perfumeScent': 'Sweet', 'perfumePrice': '12,000–15,000 PKR'}], 'relationship': 'Other', 'ageType': 'Adult'}]",Basket with ribbon,"{'personality': 3, 'experiencePreference': 3, 'handmadePreference': 3, 'budgetFlexibility': 3, 'stylePreference': 3, 'surpriseReaction': 3, 'connectionImportance': 3, 'noteImportance': 3, 'handmadeOverStore': 3, 'sharedMemoriesAppreciation': 3, 'relationshipCloseness': 3, 'uniqueGiftValue': 3, 'practicalOverSentimental': 3}","{'helpful': 'Yes', 'suggestion': 'Ok'}",2026-01-08 15:49:52.618000+00:00
1,"[{'gender': 'Male', 'knownDuration': '1–3 year', 'id': 1, 'occasion': ['Thank you gift'], 'ageGroup': '20–25', 'gifts': [{'type': 'Wallet', 'preferredStyle': ['Funny & Lighthearted'], 'walletColor': 'Black', 'walletEngraving': 'Only for you', 'walletPrice': '3000–5000 PKR', 'walletStyle': 'Formal bag'}, {'type': 'Wallet', 'preferredStyle': ['Handmade & Crafted'], 'walletColor': 'Black', 'walletPrice': '6000–8000 PKR', 'walletStyle': 'Travelling wallets'}], 'relationship': 'Friend', 'ageType': 'Adult'}]",Basket with ribbon,"{'personality': 3, 'experiencePreference': '1', 'handmadePreference': 3, 'budgetFlexibility': '4', 'stylePreference': '3', 'surpriseReaction': '5', 'connectionImportance': 3, 'noteImportance': '4', 'handmadeOverStore': '5', 'sharedMemoriesAppreciation': '4', 'relationshipCloseness': '4', 'uniqueGiftValue': '4', 'practicalOverSentimental': '1'}","{'helpful': 'Yes', 'suggestion': ''}",2026-01-01 11:16:15.733000+00:00
1,"[{'gender': 'Female', 'knownDuration': '1–3 year', 'id': 1, 'occasion': ['Birthday'], 'ageGroup': '20–25', 'gifts': [{'type': 'Jewellery', 'preferredStyle': ['Quirky & Unique'], 'jewelryColor': 'Gold', 'quantity': 1, 'jewelryStyle': 'Chokr', 'jewelryPrice': '1000–2000 PKR'}], 'relationship': 'Colleague/Professional', 'ageType': 'Adult'}]",Basket with ribbon,"{'personality': '4', 'experiencePreference': '4', 'handmadePreference': 3, 'budgetFlexibility': '4', 'stylePreference': '4', 'surpriseReaction': '4', 'connectionImportance': '3', 'noteImportance': '4', 'handmadeOverStore': '4', 'sharedMemoriesAppreciation': '4', 'relationshipCloseness': '4', 'uniqueGiftValue': '4', 'practicalOverSentimental': '4'}","{'helpful': 'Yes', 'suggestion': 'I don\'t think uh ""overlooked"" anything that was pretty buzzin'}",2026-03-14 09:43:49.281000+00:00
1,"[{'gender': 'Female', 'knownDuration': 'Less than a year', 'id': 1, 'occasion': ['Birthday'], 'ageGroup': '20–25', 'gifts': [{'type': 'Jewellery', 'preferredStyle': ['Handmade & Crafted'], 'jewelryColor': 'Gold', 'quantity': 1, 'jewelryStyle': 'Necklace', 'jewelryPrice': 'More than 5000 PKR'}], 'relationship': 'Spouse', 'ageType': 'Adult'}]",Acrylic box,"{'personality': '4', 'experiencePreference': '4', 'handmadePreference': '4', 'budgetFlexibility': '4', 'stylePreference': '5', 'surpriseReaction': '4', 'connectionImportance': '5', 'noteImportance': '4', 'handmadeOverStore': '4', 'sharedMemoriesAppreciation': '4', 'relationshipCloseness': '5', 'uniqueGiftValue': '5', 'practicalOverSentimental': '4'}","{'helpful': 'Maybe', 'suggestion': ''}",2026-03-13 21:32:03.475000+00:00
1,"[{'gender': 'Female', 'knownDuration': '3–5 year', 'id': 1, 'occasion': ['Graduation'], 'ageGroup': '20–25', 'gifts': [{'type': 'Perfume', 'preferredStyle': ['Quirky & Unique', 'Handmade & Crafted'], 'perfumeScent': 'Floral', 'perfumePrice': '10,000–12,000 PKR'}], 'relationship': 'Friend', 'ageType': 'Adult'}]",Basket with net,"{'personality': 3, 'experiencePreference': '5', 'handmadePreference': 3, 'budgetFlexibility': 3, 'stylePreference': 3, 'surpriseReaction': 3, 'connectionImportance': 3, 'noteImportance': '5', 'handmadeOverStore': '5', 'sharedMemoriesAppreciation': 3, 'relationshipCloseness': 3, 'uniqueGiftValue': '5', 'practicalOverSentimental': 3}","{'helpful': 'Yes', 'suggestion': ''}",2026-04-05 14:05:35.373000+00:00
1,"[{'gender': 'Female', 'knownDuration': '3–5 year', 'id': 1, 'occasion': ['Graduation'], 'ageGroup': '20–25', 'gifts': [{'type': 'Edible Stuff', 'preferredStyle': ['Handmade & Crafted'], 'edibleQuantity': 4, 'flavours': {'Chocolates': 'Dark Chocolate', 'Cupcakes': 'Chocolate', 'Jellies': 'Grape', 'Marshmellows': 'Classic Vanilla'}, 'foodItems': ['Jellies', 'Marshmellows', 'Chocolates', 'Cupcakes'], 'ediblePrice': '4000–5000 PKR'}, {'type': 'Perfume', 'preferredStyle': ['Handmade & Crafted'], 'perfumeScent': 'Spicy', 'perfumePrice': '7000–10,000 PKR'}, {'type': 'Shoes', 'preferredStyle': ['Handmade & Crafted'], 'makeupPrice': '6000–7000 PKR', 'shoeStyle': 'Formal shoes', 'shoeSize': '39', 'shoeColor': 'Blue', 'shoePrice': '10,000–15,000 PKR'}, {'type': 'Jewellery', 'preferredStyle': ['Handmade & Crafted'], 'jewelryColor': 'Gold', 'quantity': 4, 'jewelryStyle': 'Rings', 'jewelryPrice': '4000–5000 PKR'}, {'type': 'Makeup Products', 'preferredStyle': ['Handmade & Crafted'], 'makeupPrice': '7000–8000 PKR', 'makeupItem': 'Lip gloss'}], 'relationship': 'Friend', 'ageType': 'Adult'}]",Basket with net,"{'personality': '1', 'experiencePreference': '4', 'handmadePreference': '5', 'budgetFlexibility': '4', 'stylePreference': '2', 'surpriseReaction': '4', 'connectionImportance': '5', 'noteImportance': '4', 'handmadeOverStore': '4', 'sharedMemoriesAppreciation': '4', 'relationshipCloseness': '5', 'uniqueGiftValue': '2', 'practicalOverSentimental': '4'}","{'helpful': 'No', 'suggestion': 'None'}",2026-03-14 04:11:47.623000+00:00
1,"[{'gender': 'Male', 'knownDuration': '3–5 year', 'id': 1, 'occasion': ['Birthday'], 'ageGroup': 'More than 35 years', 'gifts': [{'type': 'Jewellery', 'preferredStyle': ['Funny & Lighthearted'], 'jewelryColor': 'Silver', 'quantity': 1, 'jewelryStyle': 'Wrist bands', 'jewelryPrice': '4000–5000 PKR'}], 'relationship': 'Close Family(Parent, Sibling, Child)', 'ageType': 'Adult'}]",Acrylic box,"{'personality': '2', 'experiencePreference': '2', 'handmadePreference': '4', 'budgetFlexibility': '1', 'stylePreference': '1', 'surpriseReaction': '1', 'connectionImportance': '4', 'noteImportance': '4', 'handmadeOverStore': '1', 'sharedMemoriesAppreciation': '1', 'relationshipCloseness': '5', 'uniqueGiftValue': '2', 'practicalOverSentimental': '4'}","{'helpful': 'Maybe', 'suggestion': ''}",2026-01-01 07:04:05.236000+00:00
1,"[{'gender': 'Female', 'knownDuration': '1–3 year', 'id': 1, 'occasion': ['Birthday'], 'ageGroup': '20–25', 'gifts': [{'type': 'Jewellery', 'preferredStyle': ['Quirky & Unique'], 'jewelryColor': 'Gold', 'quantity': 1, 'jewelryStyle': 'Bracelet', 'jewelryPrice': '2000–3000 PKR'}, {'type': 'Perfume', 'preferredStyle': ['Handmade & Crafted'], 'perfumeScent': 'Floral', 'perfumePrice': '5000 PKR'}], 'relationship': 'Close Family(Parent, Sibling, Child)', 'ageType': 'Adult'}]",Acrylic box,"{'personality': '5', 'experiencePreference': '4', 'handmadePreference': '5', 'budgetFlexibility': '5', 'stylePreference': '4', 'surpriseReaction': '5', 'connectionImportance': '4', 'noteImportance': '5', 'handmadeOverStore': '5', 'sharedMemoriesAppreciation': '4', 'relationshipCloseness': '5', 'uniqueGiftValue': '5', 'practicalOverSentimental': '4'}","{'helpful': 'Yes', 'suggestion': ''}",2026-04-08 07:40:03.575000+00:00
1,"[{'gender': 'Male', 'knownDuration': '5+ year', 'id': 1, 'occasion': ['Birthday'], 'ageGroup': '25–35', 'gifts': [{'type': 'Clothing', 'preferredStyle': ['Funny & Lighthearted'], 'dressPieces': 'Two-piece', 'dressColors': ['Red'], 'dressType': 'Unstitched dress', 'dressPrice': '5000 PKR'}], 'relationship': 'Close Family(Parent, Sibling, Child)', 'ageType': 'Adult'}]",Simple box,"{'personality': 3, 'experiencePreference': 3, 'handmadePreference': 3, 'budgetFlexibility': 3, 'stylePreference': 3, 'surpriseReaction': 3, 'connectionImportance': 3, 'noteImportance': 3, 'handmadeOverStore': 3, 'sharedMemoriesAppreciation': 3, 'relationshipCloseness': 3, 'uniqueGiftValue': 3, 'practicalOverSentimental': 3}","{'helpful': 'No', 'suggestion': ''}",2026-01-08 14:44:29.355000+00:00
1,"[{'gender': 'Female', 'knownDuration': '1–3 year', 'id': 1, 'occasion': ['Birthday'], 'ageGroup': '20–25', 'gifts': [{'type': 'Jewellery', 'preferredStyle': ['Handmade & Crafted', 'Quirky & Unique', 'Funny & Lighthearted'], 'jewelryColor': 'Gold', 'quantity': 1, 'jewelryStyle': 'Necklace', 'jewelryPrice': '1000–2000 PKR'}], 'relationship': 'Friend', 'ageType': 'Adult'}]",Acrylic box,"{'personality': '5', 'experiencePreference': '5', 'handmadePreference': '5', 'budgetFlexibility': '5', 'stylePreference': '5', 'surpriseReaction': '5', 'connectionImportance': '5', 'noteImportance': '5', 'handmadeOverStore': '5', 'sharedMemoriesAppreciation': '5', 'relationshipCloseness': '5', 'uniqueGiftValue': '5', 'practicalOverSentimental': '5'}","{'helpful': 'Yes', 'suggestion': ''}",2026-04-08 07:38:49.740000+00:00
1,"[{'gender': 'Female', 'knownDuration': '5+ year', 'id': 1, 'occasion': ['Birthday'], 'ageGroup': '25–35', 'gifts': [{'type': 'Clothing', 'preferredStyle': ['Handmade & Crafted'], 'dressPieces': 'Three-piece', 'dressColors': ['Maroon'], 'dressType': 'Unstitched dress', 'dressPrice': '5000–8000 PKR'}], 'relationship': 'Close Family(Parent, Sibling, Child)', 'ageType': 'Adult'}]",Basket with ribbon,"{'personality': '4', 'experiencePreference': '3', 'handmadePreference': 3, 'budgetFlexibility': 3, 'stylePreference': '2', 'surpriseReaction': '5', 'connectionImportance': '5', 'noteImportance': 3, 'handmadeOverStore': 3, 'sharedMemoriesAppreciation': 3, 'relationshipCloseness': '5', 'uniqueGiftValue': 3, 'practicalOverSentimental': 3}","{'helpful': 'Yes', 'suggestion': ''}",2026-01-01 14:50:37.029000+00:00
1,"[{'gender': 'Female', 'knownDuration': '5+ year', 'id': 1, 'occasion': ['Wedding/Engagement gift', 'Graduation', 'Anniversary', 'Get well soon'], 'ageGroup': '16–20', 'gifts': [{'type': 'Makeup Products', 'preferredStyle': ['Quirky & Unique'], 'makeupPrice': '10,000–15,000 PKR', 'makeupItem': 'Face Mask (skincare)'}], 'relationship': 'Spouse', 'ageType': 'Adult'}]",Simple box,"{'personality': '5', 'experiencePreference': '1', 'handmadePreference': '1', 'budgetFlexibility': '1', 'stylePreference': '1', 'surpriseReaction': '5', 'connectionImportance': '5', 'noteImportance': '1', 'handmadeOverStore': '1', 'sharedMemoriesAppreciation': '1', 'relationshipCloseness': '1', 'uniqueGiftValue': '1', 'practicalOverSentimental': '1'}","{'helpful': 'No', 'suggestion': 'How is this a final year project ?'}",2026-04-08 05:21:50.356000+00:00
2,"[{'gender': 'Male', 'knownDuration': '5+ year', 'id': 1, 'occasion': ['Graduation'], 'ageGroup': '20–25', 'gifts': [{'type': 'Shoes', 'preferredStyle': ['Quirky & Unique'], 'shoePrice': '5000–10,000 PKR', 'shoeStyle': 'Loafers', 'shoeColor': 'Light brown', 'shoeSize': '41'}], 'relationship': 'Friend', 'ageType': 'Adult'}, {'gender': 'Male', 'knownDuration': '5+ year', 'id': 2, 'occasion': ['Graduation'], 'ageGroup': '20–25', 'gifts': [{'type': 'Jewellery', 'preferredStyle': ['Quirky & Unique'], 'jewelryColor': 'Silver', 'quantity': 1, 'jewelryStyle': 'Rings', 'jewelryPrice': '3000–4000 PKR'}], 'relationship': 'Friend', 'ageType': 'Adult'}]",Acrylic box,"{'personality': 3, 'experiencePreference': 3, 'handmadePreference': 3, 'budgetFlexibility': 3, 'stylePreference': 3, 'surpriseReaction': 3, 'connectionImportance': 3, 'noteImportance': 3, 'handmadeOverStore': 3, 'sharedMemoriesAppreciation': 3, 'relationshipCloseness': 3, 'uniqueGiftValue': 3, 'practicalOverSentimental': 3}","{'helpful': 'Yes', 'suggestion': 'Hi'}",2026-01-01 08:13:40.825000+00:00
2,"[{'gender': 'Female', 'knownDuration': '1–3 year', 'id': 1, 'occasion': ['Thank you gift'], 'ageGroup': '20–25', 'gifts': [{'type': 'Perfume', 'preferredStyle': ['Handmade & Crafted'], 'perfumeScent': 'Floral', 'perfumePrice': '7000–10,000 PKR'}, {'type': 'Perfume', 'preferredStyle': ['Handmade & Crafted'], 'perfumeScent': 'Floral', 'perfumePrice': '7000–10,000 PKR'}, {'type': 'Perfume', 'preferredStyle': ['Handmade & Crafted'], 'perfumeScent': 'Sweet', 'perfumePrice': '5000–7000 PKR'}], 'relationship': 'Friend', 'ageType': 'Adult'}, {'gender': 'Female', 'knownDuration': '3–5 year', 'id': 2, 'occasion': ['Thank you gift'], 'ageGroup': '20–25', 'gifts': [{'type': 'Perfume', 'preferredStyle': ['Handmade & Crafted'], 'perfumeScent': 'Floral', 'perfumePrice': '5000–7000 PKR'}], 'relationship': 'Friend', 'ageType': 'Adult'}]",Acrylic box,"{'personality': 3, 'experiencePreference': 3, 'handmadePreference': 3, 'budgetFlexibility': 3, 'stylePreference': 3, 'surpriseReaction': 3, 'connectionImportance': 3, 'noteImportance': 3, 'handmadeOverStore': 3, 'sharedMemoriesAppreciation': 3, 'relationshipCloseness': 3, 'uniqueGiftValue': 3, 'practicalOverSentimental': 3}","{'helpful': 'Yes', 'suggestion': ''}",2026-01-08 16:06:31.580000+00:00
1,"[{'gender': 'Female', 'knownDuration': '1–3 year', 'id': 1, 'occasion': ['Birthday'], 'ageGroup': '16–20', 'gifts': [{'type': 'Shoes', 'preferredStyle': ['Handmade & Crafted'], 'shoePrice': '5000 PKR', 'shoeStyle': 'Formal shoes', 'shoeColor': 'Black', 'shoeSize': '40'}], 'relationship': 'Spouse', 'ageType': 'Adult'}]",Basket with net,"{'personality': '1', 'experiencePreference': 3, 'handmadePreference': 3, 'budgetFlexibility': 3, 'stylePreference': 3, 'surpriseReaction': 3, 'connectionImportance': 3, 'noteImportance': 3, 'handmadeOverStore': 3, 'sharedMemoriesAppreciation': 3, 'relationshipCloseness': 3, 'uniqueGiftValue': 3, 'practicalOverSentimental': 3}","{'helpful': 'Yes', 'suggestion': ''}",2026-04-08 07:45:54.960000+00:00
1,"[{'gender': 'Female', 'knownDuration': '1–3 year', 'id': 1, 'occasion': ['Birthday'], 'ageGroup': '20–25', 'gifts': [{'type': 'Makeup Products', 'preferredStyle': ['Funny & Lighthearted', 'Handmade & Crafted'], 'makeupPrice': '5000–6000 PKR', 'makeupItem': 'Highlighter'}], 'relationship': 'Close Family(Parent, Sibling, Child)', 'ageType': 'Adult'}]",Simple box,"{'personality': '5', 'experiencePreference': 3, 'handmadePreference': 3, 'budgetFlexibility': 3, 'stylePreference': 3, 'surpriseReaction': 3, 'connectionImportance': '5', 'noteImportance': 3, 'handmadeOverStore': 3, 'sharedMemoriesAppreciation': 3, 'relationshipCloseness': '5', 'uniqueGiftValue': 3, 'practicalOverSentimental': 3}","{'helpful': 'Yes', 'suggestion': ''}",2026-01-01 11:30:19.074000+00:00
1,"[{'gender': 'Female', 'knownDuration': '', 'id': 1, 'kidToyTypes': ['Dolls', 'Arts & Crafts', 'Building Toys (e.g. LEGO)'], 'kidDislikes': ['Noisy Toys', 'Messy Crafts'], 'occasion': ['Birthday'], 'ageGroup': '6–9', 'gifts': [{'type': 'Perfume', 'perfumeScent': 'Floral', 'perfumeBudget': '1500–2000 PKR'}], 'relationship': 'Extended Family (Aunt, Uncle, Cousin)', 'ageType': 'Kid'}]",Acrylic box,"{'personality': 3, 'experiencePreference': 3, 'handmadePreference': 3, 'budgetFlexibility': 3, 'stylePreference': 3, 'surpriseReaction': 3, 'connectionImportance': 3, 'noteImportance': 3, 'handmadeOverStore': '5', 'sharedMemoriesAppreciation': 3, 'relationshipCloseness': 3, 'uniqueGiftValue': 3, 'practicalOverSentimental': 3}","{'helpful': 'Yes', 'suggestion': ''}",2026-04-04 20:41:41.593000+00:00
1,"[{'gender': 'Female', 'knownDuration': '5+ year', 'id': 1, 'occasion': ['Birthday'], 'ageGroup': 'More than 35 years', 'gifts': [{'type': 'Bag/Wallet', 'preferredStyle': ['Quirky & Unique'], 'walletColor': 'Black', 'walletPrice': '20,000–25,000 PKR', 'walletStyle': 'Handbags'}], 'relationship': 'Close Family(Parent, Sibling, Child)', 'ageType': 'Adult'}]",Acrylic box,"{'personality': '1', 'experiencePreference': 3, 'handmadePreference': '5', 'budgetFlexibility': 3, 'stylePreference': 3, 'surpriseReaction': 3, 'connectionImportance': '5', 'noteImportance': 3, 'handmadeOverStore': '3', 'sharedMemoriesAppreciation': 3, 'relationshipCloseness': 3, 'uniqueGiftValue': 3, 'practicalOverSentimental': 3}","{'helpful': 'No', 'suggestion': ''}",2026-01-08 15:56:29.249000+00:00
1,"[{'gender': 'Male', 'knownDuration': '3–5 year', 'id': 1, 'occasion': ['Birthday', 'Other'], 'ageGroup': '20–25', 'gifts': [{'type': 'Perfume', 'preferredStyle': ['Handmade & Crafted'], 'perfumeScent': 'Spicy', 'perfumePrice': '5000 PKR'}], 'relationship': 'Friend', 'ageType': 'Adult'}]",Acrylic box,"{'personality': '3', 'experiencePreference': 3, 'handmadePreference': '4', 'budgetFlexibility': 3, 'stylePreference': '2', 'surpriseReaction': '4', 'connectionImportance': '5', 'noteImportance': '2', 'handmadeOverStore': 3, 'sharedMemoriesAppreciation': '4', 'relationshipCloseness': '5', 'uniqueGiftValue': '4', 'practicalOverSentimental': '3'}","{'helpful': 'Maybe', 'suggestion': ''}",2026-03-13 22:30:28.090000+00:00
1,"[{'gender': 'Female', 'knownDuration': 'Less than a year', 'id': 1, 'occasion': ['Anniversary'], 'ageGroup': '20–25', 'gifts': [{'type': 'Edible Stuff', 'preferredStyle': ['Handmade & Crafted'], 'edibleQuantity': 1, 'flavours': {'Cake': 'Black Forest'}, 'foodItems': ['Cake'], 'ediblePrice': '4000–5000 PKR'}], 'relationship': 'Friend', 'ageType': 'Adult'}]",Acrylic box,"{'personality': 3, 'experiencePreference': 3, 'handmadePreference': 3, 'budgetFlexibility': 3, 'stylePreference': 3, 'surpriseReaction': 3, 'connectionImportance': 3, 'noteImportance': 3, 'handmadeOverStore': 3, 'sharedMemoriesAppreciation': 3, 'relationshipCloseness': 3, 'uniqueGiftValue': 3, 'practicalOverSentimental': 3}","{'helpful': 'Yes', 'suggestion': ''}",2026-04-05 14:24:26.616000+00:00
1,"[{'gender': 'Female', 'knownDuration': '5+ year', 'id': 1, 'occasion': ['Anniversary'], 'ageGroup': '25–35', 'gifts': [{'type': 'Clothing', 'preferredStyle': ['Quirky & Unique'], 'dressPieces': 'Three-piece', 'dressColors': ['Pink', 'Yellow', 'Black', 'White', 'Grey'], 'dressType': 'Unstitched dress', 'dressPrice': '10,000–15,000 PKR'}, {'type': 'Perfume', 'preferredStyle': ['Quirky & Unique'], 'perfumeScent': 'Floral', 'perfumePrice': '10,000–12,000 PKR'}, {'type': 'Bag/Wallet', 'preferredStyle': ['Quirky & Unique'], 'walletColor': 'Black', 'walletEngraving': '', 'walletPrice': '5000–10,000 PKR', 'walletStyle': 'Handbags'}, {'type': 'Makeup Products', 'preferredStyle': ['Funny & Lighthearted', 'Quirky & Unique'], 'makeupPrice': '10,000–15,000 PKR', 'makeupItem': 'Face Mask (skincare)'}, {'type': 'Jewellery', 'preferredStyle': ['Quirky & Unique'], 'jewelryColor': 'Gold', 'quantity': 1, 'jewelryStyle': 'Rings', 'jewelryPrice': 'More than 5000 PKR'}, {'type': 'Shoes', 'shoeColor': 'Black', 'shoeSize': '41', 'shoeStyle': 'Heels', 'shoePrice': '10,000–15,000 PKR'}, {'type': 'Makeup Products', 'preferredStyle': ['Quirky & Unique'], 'makeupItem': 'Foundation', 'makeupPrice': '10,000–15,000 PKR'}, {'type': 'Makeup Products', 'preferredStyle': ['Quirky & Unique'], 'makeupItem': 'Eyeshadow kit', 'makeupPrice': '10,000–15,000 PKR'}, {'type': 'Makeup Products', 'preferredStyle': ['Quirky & Unique'], 'makeupPrice': '10,000–15,000 PKR', 'makeupItem': 'Lip gloss'}, {'type': 'Makeup Products', 'preferredStyle': ['Quirky & Unique'], 'makeupPrice': '10,000–15,000 PKR', 'makeupItem': 'Mascara'}], 'relationship': 'Extended Family (Aunt, Uncle, Cousin)', 'ageType': 'Adult'}]",Simple box,"{'personality': '3', 'experiencePreference': '1', 'handmadePreference': '3', 'budgetFlexibility': '5', 'stylePreference': '2', 'surpriseReaction': '5', 'connectionImportance': '5', 'noteImportance': '5', 'handmadeOverStore': '2', 'sharedMemoriesAppreciation': '5', 'relationshipCloseness': '5', 'uniqueGiftValue': '5', 'practicalOverSentimental': '5'}","{'helpful': 'Yes', 'suggestion': 'Add lipstick,'}",2026-04-08 05:24:58.019000+00:00
4,"[{'gender': 'Male', 'knownDuration': '1–3 year', 'id': 1, 'occasion': ['Birthday', 'Anniversary', 'Holiday', 'Wedding/Engagement gift', 'Graduation', 'Thank you gift', 'Get well soon'], 'ageGroup': '20–25', 'gifts': [{'type': 'Perfume', 'preferredStyle': ['Handmade & Crafted', 'Quirky & Unique', 'Funny & Lighthearted'], 'perfumeScent': 'Spicy', 'perfumePrice': '5000 PKR'}, {'type': 'Clothing', 'preferredStyle': ['Handmade & Crafted', 'Quirky & Unique'], 'dressSize': 'M', 'maleDressStyle': 'Shalwar kameez', 'dressColors': ['Green', 'Black', 'Blue', 'Yellow', 'White'], 'dressType': 'Stitched dress', 'dressPrice': '8000–10,000 PKR'}], 'relationship': 'Friend', 'ageType': 'Adult'}, {'gender': 'Male', 'knownDuration': '1–3 year', 'id': 2, 'occasion': ['Birthday', 'Anniversary'], 'ageGroup': '20–25', 'gifts': [{'type': 'Shoes', 'preferredStyle': ['Handmade & Crafted'], 'shoePrice': '5000 PKR', 'shoeStyle': 'Sandals', 'shoeColor': 'Light brown', 'shoeSize': '41'}], 'relationship': 'Extended Family (Aunt, Uncle, Cousin)', 'ageType': 'Adult'}, {'gender': 'Female', 'knownDuration': 'Less than a year', 'id': 3, 'occasion': ['Anniversary'], 'ageGroup': '20–25', 'gifts': [{'type': 'Perfume', 'preferredStyle': ['Quirky & Unique'], 'perfumeScent': 'Floral', 'perfumePrice': '5000–7000 PKR'}], 'relationship': 'Friend', 'ageType': 'Adult'}, {'gender': 'Male', 'knownDuration': 'Less than a year', 'id': 4, 'occasion': ['Holiday'], 'ageGroup': '25–35', 'gifts': [{'type': 'Edible Stuff', 'preferredStyle': ['Handmade & Crafted'], 'edibleQuantity': 1, 'flavours': {'Chocolates': 'Milk Chocolate'}, 'foodItems': ['Chocolates'], 'ediblePrice': '1000–2000 PKR'}], 'relationship': 'Extended Family (Aunt, Uncle, Cousin)', 'ageType': 'Adult'}]",Basket with net,"{'personality': 3, 'experiencePreference': 3, 'handmadePreference': 3, 'budgetFlexibility': 3, 'stylePreference': 3, 'surpriseReaction': 3, 'connectionImportance': 3, 'noteImportance': 3, 'handmadeOverStore': 3, 'sharedMemoriesAppreciation': 3, 'relationshipCloseness': 3, 'uniqueGiftValue': 3, 'practicalOverSentimental': 3}","{'helpful': 'Yes', 'suggestion': ''}",2025-12-23 21:14:42.243000+00:00
